name,state,revenue,federal_revenue,state_revenue,local_revenue,expenses
BARKER CENTRAL SCHOOL DISTRICT,New York,16641,735,7774,8132,18477
BATAVIA CITY SCHOOL DISTRICT,New York,43466,2553,23090,17823,43749
BATH CENTRAL SCHOOL DISTRICT,New York,33590,2025,23386,8179,31675
BAY SHORE UNION FREE SCHOOL DISTRICT,New York,151287,4249,48503,98535,139422
BAYPORT-BLUE POINT UNION FREE SCHOOL DISTRICT,New York,66639,803,20696,45140,67191
BEACON CITY SCHOOL DISTRICT,New York,63917,2576,28842,32499,61518
BEAVER RIVER CENTRAL SCHOOL DISTRICT,New York,15628,538,10287,4803,15921
BEEKMANTOWN CENTRAL SCHOOL DISTRICT,New York,39891,1839,20198,17854,36960
BELFAST CENTRAL SCHOOL DISTRICT,New York,9217,682,6933,1602,8485
BELLEVILLE HENDERSON CENTRAL SCHOOL DISTRICT,New York,9160,423,4693,4044,8596
BELLMORE UNION FREE SCHOOL DISTRICT,New York,29558,434,7155,21969,28658
BEMUS POINT CENTRAL SCHOOL DISTRICT,New York,13108,395,5319,7394,13197
BERKSHIRE UNION FREE SCHOOL DISTRICT,New York,7449,602,39,6808,7103
BERLIN CENTRAL SCHOOL DISTRICT,New York,18262,753,9107,8402,19258
BERNE-KNOX-WESTERLO CENTRAL SCHOOL DISTRICT,New York,21950,617,10943,10390,20134
BETHLEHEM CENTRAL SCHOOL DISTRICT,New York,91998,1617,28841,61540,84979
BETHPAGE UNION FREE SCHOOL DISTRICT,New York,80423,1174,18608,60641,78035
GILBERTSVILLE-MOUNT UPTON CENTRAL SCHOOL DISTRICT,New York,8814,403,6290,2121,8504
KIRYAS JOEL VILLAGE UNION FREE SCHOOL DISTRICT,New York,34362,10391,6277,17694,33412
BINGHAMTON CITY SCHOOL DISTRICT,New York,119158,10522,66733,41903,117310
EAST BLOOMFIELD CENTRAL SCHOOL DISTRICT,New York,19656,734,10792,8130,18815
BOLTON CENTRAL SCHOOL DISTRICT,New York,8242,122,966,7154,9048
ADIRONDACK CENTRAL SCHOOL DISTRICT,New York,27060,950,17125,8985,25311
BRADFORD CENTRAL SCHOOL DISTRICT,New York,8454,368,5934,2152,7523
BRENTWOOD UNION FREE SCHOOL DISTRICT,New York,355206,20345,231084,103777,350252
BREWSTER CENTRAL SCHOOL DISTRICT,New York,88427,1804,23804,62819,86179
BRIARCLIFF MANOR UNION FREE SCHOOL DISTRICT,New York,48541,453,7154,40934,52083
BRIDGEHAMPTON UNION FREE SCHOOL DISTRICT,New York,10973,120,559,10294,10878
BRIGHTON CENTRAL SCHOOL DISTRICT,New York,68476,1647,17668,49161,66936
BRUNSWICK CENTRAL SCHOOL DISTRICT (BRITTONKILL),New York,21869,651,9860,11358,20091
BROCKPORT CENTRAL SCHOOL DISTRICT,New York,72992,2815,40594,29583,69807
BROCTON CENTRAL SCHOOL DISTRICT,New York,15665,634,11086,3945,19171
BRONXVILLE UNION FREE SCHOOL DISTRICT,New York,49773,1301,4227,44245,45950
BROOKFIELD CENTRAL SCHOOL DISTRICT,New York,5573,303,4121,1149,5313
BRUSHTON-MOIRA CENTRAL SCHOOL DISTRICT,New York,18302,1130,14369,2803,15790
BUFFALO CITY SCHOOL DISTRICT,New York,917259,105187,698818,113254,891535
BURNT HILLS-BALLSTON LAKE CENTRAL SCHOOL DISTRICT,New York,59591,1525,25183,32883,59411
BYRAM HILLS CENTRAL SCHOOL DISTRICT,New York,83683,733,6898,76052,80662
BYRON-BERGEN CENTRAL SCHOOL DISTRICT,New York,21277,1037,13287,6953,18864
CAIRO-DURHAM CENTRAL SCHOOL DISTRICT,New York,28844,1401,14440,13003,25473
CALEDONIA-MUMFORD CENTRAL SCHOOL DISTRICT,New York,17090,920,9988,6182,16193
CAMBRIDGE CENTRAL SCHOOL DISTRICT,New York,19130,767,10857,7506,20886
CAMDEN CENTRAL SCHOOL DISTRICT,New York,47468,1885,35480,10103,47457
CANAJOHARIE CENTRAL SCHOOL DISTRICT,New York,20008,1028,12960,6020,18451
CANANDAIGUA CITY SCHOOL DISTRICT,New York,69239,2466,28176,38597,63723
CANASERAGA CENTRAL SCHOOL DISTRICT,New York,6734,303,4639,1792,7131
CANASTOTA CENTRAL SCHOOL DISTRICT,New York,25689,1235,14989,9465,25232
CANDOR CENTRAL SCHOOL DISTRICT,New York,17235,742,11630,4863,15065
CANTON CENTRAL SCHOOL DISTRICT,New York,25028,835,16604,7589,33199
SPACKENKILL UNION FREE SCHOOL DISTRICT,New York,40452,487,9552,30413,39077
CARLE PLACE UNION FREE SCHOOL DISTRICT,New York,48756,713,7317,40726,46305
CARMEL CENTRAL SCHOOL DISTRICT,New York,115309,1776,35616,77917,115036
CARTHAGE CENTRAL SCHOOL DISTRICT,New York,56081,10578,35917,9586,55764
CASSADAGA VALLEY CENTRAL SCHOOL DISTRICT,New York,20608,1027,15354,4227,19480
CATO-MERIDIAN CENTRAL SCHOOL DISTRICT,New York,19466,598,13393,5475,18370
CATSKILL CENTRAL SCHOOL DISTRICT,New York,38583,1530,17296,19757,36934
CAZENOVIA CENTRAL SCHOOL DISTRICT,New York,26148,755,9781,15612,26054
CENTER MORICHES UNION FREE SCHOOL DISTRICT,New York,40308,810,15897,23601,38233
CENTRAL ISLIP UNION FREE SCHOOL DISTRICT,New York,199162,7877,105712,85573,193458
CENTRAL SQUARE CENTRAL SCHOOL DISTRICT,New York,71848,3204,45396,23248,74905
CHAPPAQUA CENTRAL SCHOOL DISTRICT,New York,117210,987,14317,101906,118295
GRAND ISLAND CENTRAL SCHOOL DISTRICT,New York,52470,1510,20345,30615,70253
CHARLOTTE VALLEY CENTRAL SCHOOL DISTRICT,New York,9546,610,5984,2952,9011
CHATEAUGAY CENTRAL SCHOOL DISTRICT,New York,12446,556,8493,3397,11735
CHATHAM CENTRAL SCHOOL DISTRICT,New York,29491,952,8024,20515,27150
CHAZY UNION FREE SCHOOL DISTRICT,New York,9247,339,4943,3965,8873
CHEEKTOWAGA CENTRAL SCHOOL DISTRICT,New York,41443,2207,16075,23161,39106
CHENANGO FORKS CENTRAL SCHOOL DISTRICT,New York,30586,1024,19040,10522,27697
CHENANGO VALLEY CENTRAL SCHOOL DISTRICT,New York,35133,1425,17522,16186,32473
WESTHILL CENTRAL SCHOOL DISTRICT,New York,33381,777,15746,16858,32234
CHESTER UNION FREE SCHOOL DISTRICT,New York,23524,392,8001,15131,22079
RANDOLPH ACADEMY UNION FREE SCHOOL DISTRICT,New York,7455,256,184,7015,9342
CHITTENANGO CENTRAL SCHOOL DISTRICT,New York,36405,1239,20631,14535,36185
CHURCHVILLE-CHILI CENTRAL SCHOOL DISTRICT,New York,76176,1427,41862,32887,78710
CINCINNATUS CENTRAL SCHOOL DISTRICT,New York,14396,612,10398,3386,13728
CLARENCE CENTRAL SCHOOL DISTRICT,New York,72634,2040,25307,45287,66780
THOUSAND ISLANDS CENTRAL SCHOOL DISTRICT,New York,20335,1043,8540,10752,20953
CLEVELAND HILL UNION FREE SCHOOL DISTRICT,New York,28427,1237,16446,10744,26621
CLIFTON-FINE CENTRAL SCHOOL DISTRICT,New York,9467,374,5187,3906,8941
CLINTON CENTRAL SCHOOL DISTRICT,New York,26730,2107,11364,13259,24713
CLYDE-SAVANNAH CENTRAL SCHOOL DISTRICT,New York,20577,1148,14546,4883,18853
CLYMER CENTRAL SCHOOL DISTRICT,New York,10427,682,5841,3904,9718
COHOES CITY SCHOOL DISTRICT,New York,40912,2494,23516,14902,36971
COLD SPRING HARBOR CENTRAL SCHOOL DISTRICT,New York,62435,396,4747,57292,61751
COLTON-PIERREPONT CENTRAL SCHOOL DISTRICT,New York,9999,332,2921,6746,9418
COMMACK UNION FREE SCHOOL DISTRICT,New York,174770,2297,52763,119710,177447
CONNETQUOT CENTRAL SCHOOL DISTRICT,New York,172068,2614,57484,111970,163176
COOPERSTOWN CENTRAL SCHOOL DISTRICT,New York,17432,626,5718,11088,16824
COPENHAGEN CENTRAL SCHOOL DISTRICT,New York,9819,383,7589,1847,9055
COPIAGUE UNION FREE SCHOOL DISTRICT,New York,110276,4501,54879,50896,111668
PEMBROKE CENTRAL SCHOOL DISTRICT,New York,19826,850,12519,6457,18803
CORINTH CENTRAL SCHOOL DISTRICT,New York,19376,850,10720,7806,21546
CORNING CITY SCHOOL DISTRICT,New York,104333,4348,50809,49176,150954
CORNWALL CENTRAL SCHOOL DISTRICT,New York,63191,1189,20774,41228,61863
CORTLAND CITY SCHOOL DISTRICT,New York,49410,2713,27412,19285,47242
MOUNT PLEASANT-COTTAGE UNION FREE SCHOOL DISTRICT,New York,16793,694,248,15851,17124
COXSACKIE-ATHENS CENTRAL SCHOOL DISTRICT,New York,27342,1035,10301,16006,26064
CROTON-HARMON UNION FREE SCHOOL DISTRICT,New York,43045,367,9130,33548,41424
CROWN POINT CENTRAL SCHOOL DISTRICT,New York,6315,312,4577,1426,5838
DANSVILLE CENTRAL SCHOOL DISTRICT,New York,31224,1419,22871,6934,29167
DERUYTER CENTRAL SCHOOL DISTRICT,New York,9593,375,6046,3172,9872
DEER PARK UNION FREE SCHOOL DISTRICT,New York,103010,2315,35742,64953,102887
DELAWARE ACADEMY CENTRAL SCHOOL DISTRICT AT DELHI,New York,18845,610,9650,8585,16937
YORKSHIRE-PIONEER CENTRAL SCHOOL DISTRICT,New York,49747,2500,35427,11820,50334
DEPEW UNION FREE SCHOOL DISTRICT,New York,38233,1542,20058,16633,47913
DEPOSIT CENTRAL SCHOOL DISTRICT,New York,16696,769,7206,8721,14097
JAMESVILLE-DEWITT CENTRAL SCHOOL DISTRICT,New York,51837,1585,15327,34925,50986
DOBBS FERRY UNION FREE SCHOOL DISTRICT,New York,42054,659,8259,33136,40633
DOVER UNION FREE SCHOOL DISTRICT,New York,29889,989,12376,16524,29496
DOWNSVILLE CENTRAL SCHOOL DISTRICT,New York,9440,309,1830,7301,9122
DRYDEN CENTRAL SCHOOL DISTRICT,New York,37754,1561,20077,16116,37599
DUANESBURG CENTRAL SCHOOL DISTRICT,New York,15568,545,7306,7717,14052
DUNDEE CENTRAL SCHOOL DISTRICT,New York,15991,1109,10099,4783,16371
DUNKIRK CITY SCHOOL DISTRICT,New York,42774,3944,26732,12098,43567
EAST AURORA UNION FREE SCHOOL DISTRICT,New York,31330,611,9839,20880,29063
EAST GREENBUSH CENTRAL SCHOOL DISTRICT,New York,84951,1835,30223,52893,80525
EAST HAMPTON UNION FREE SCHOOL DISTRICT,New York,65169,889,3430,60850,62668
EAST IRONDEQUOIT CENTRAL SCHOOL DISTRICT,New York,72447,2852,34322,35273,66915
EAST ISLIP UNION FREE SCHOOL DISTRICT,New York,108331,1910,43148,63273,107667
EAST MEADOW UNION FREE SCHOOL DISTRICT,New York,178769,2714,61707,114348,182023
EAST MORICHES UNION FREE SCHOOL DISTRICT,New York,25665,295,8328,17042,24544
EAST QUOGUE UNION FREE SCHOOL DISTRICT,New York,21925,208,2099,19618,21766
EAST ROCHESTER UNION FREE SCHOOL DISTRICT,New York,26715,1169,11980,13566,22822
EAST ROCKAWAY UNION FREE SCHOOL DISTRICT,New York,40772,4832,10292,25648,36024
EAST SYRACUSE-MINOA CENTRAL SCHOOL DISTRICT,New York,72745,2332,29994,40419,69861
EAST WILLISTON UNION FREE SCHOOL DISTRICT,New York,55611,500,5573,49538,52396
EASTCHESTER UNION FREE SCHOOL DISTRICT,New York,77114,946,13939,62229,86168
GREENBURGH ELEVEN UNION FREE SCHOOL DISTRICT,New York,15864,2289,148,13427,15851
EDEN CENTRAL SCHOOL DISTRICT,New York,26583,705,12280,13598,23935
EDGEMONT UNION FREE SCHOOL DISTRICT,New York,51315,559,6868,43888,50407
EDINBURG COMMON SCHOOL DISTRICT,New York,3047,116,942,1989,2772
EDMESTON CENTRAL SCHOOL DISTRICT,New York,9880,498,7062,2320,9539
ELBA CENTRAL SCHOOL DISTRICT,New York,9435,383,6576,2476,8957
ELDRED CENTRAL SCHOOL DISTRICT,New York,16145,580,6192,9373,15783
ELIZABETHTOWN-LEWIS CENTRAL SCHOOL DISTRICT,New York,7794,265,4157,3372,7268
ELLENVILLE CENTRAL SCHOOL DISTRICT,New York,42909,1927,19105,21877,43429
ELLICOTTVILLE CENTRAL SCHOOL DISTRICT,New York,10734,236,4026,6472,10857
ELMIRA CITY SCHOOL DISTRICT,New York,127909,9356,88349,30204,109859
ELMIRA HEIGHTS CENTRAL SCHOOL DISTRICT,New York,20640,932,12607,7101,18474
ELMONT UNION FREE SCHOOL DISTRICT,New York,81187,3232,29560,48395,78177
ELMSFORD UNION FREE SCHOOL DISTRICT,New York,31368,724,5361,25283,30712
ELWOOD UNION FREE SCHOOL DISTRICT,New York,57107,972,17358,38777,55959
UNION-ENDICOTT CENTRAL SCHOOL DISTRICT,New York,79203,4410,41164,33629,73323
FABIUS-POMPEY CENTRAL SCHOOL DISTRICT,New York,16929,480,9301,7148,16114
FAIRPORT CENTRAL SCHOOL DISTRICT,New York,112571,2714,41936,67921,111933
FALCONER CENTRAL SCHOOL DISTRICT,New York,20232,987,13189,6056,19057
FALLSBURG CENTRAL SCHOOL DISTRICT,New York,39737,3351,18234,18152,41400
FARMINGDALE UNION FREE SCHOOL DISTRICT,New York,152757,2726,45975,104056,155188
FILLMORE CENTRAL SCHOOL DISTRICT,New York,14255,834,11117,2304,13653
FISHERS ISLAND UNION FREE SCHOOL DISTRICT,New York,3625,26,251,3348,3608
FLORAL PARK-BELLEROSE UNION FREE SCHOOL DISTRICT,New York,27869,607,7015,20247,28218
FONDA-FULTONVILLE CENTRAL SCHOOL DISTRICT,New York,25661,1217,15192,9252,23410
FORESTVILLE CENTRAL SCHOOL DISTRICT,New York,11113,468,7570,3075,10545
FORT ANN CENTRAL SCHOOL DISTRICT,New York,11326,402,6473,4451,10744
FORT EDWARD UNION FREE SCHOOL DISTRICT,New York,10521,683,6460,3378,9752
FORT PLAIN CENTRAL SCHOOL DISTRICT,New York,19868,1101,13868,4899,17800
FRANKFORT-SCHUYLER CENTRAL SCHOOL DISTRICT,New York,18308,621,11395,6292,16500
FRANKLIN CENTRAL SCHOOL DISTRICT,New York,6631,289,3575,2767,6150
FRANKLIN SQUARE UNION FREE SCHOOL DISTRICT,New York,35691,789,10913,23989,34163
FRANKLINVILLE CENTRAL SCHOOL DISTRICT,New York,18965,990,14222,3753,16956
FREDONIA CENTRAL SCHOOL DISTRICT,New York,29361,1499,14377,13485,27684
FREEPORT UNION FREE SCHOOL DISTRICT,New York,155501,7085,68327,80089,149747
FREWSBURG CENTRAL SCHOOL DISTRICT,New York,15198,535,10574,4089,14806
FRIENDSHIP CENTRAL SCHOOL DISTRICT,New York,8929,720,6752,1457,8360
FRONTIER CENTRAL SCHOOL DISTRICT,New York,75223,3004,34277,37942,83838
FULTON CITY SCHOOL DISTRICT,New York,70122,3844,48609,17669,71698
GALWAY CENTRAL SCHOOL DISTRICT,New York,17615,569,8362,8684,17261
GANANDA CENTRAL SCHOOL DISTRICT,New York,20870,516,11397,8957,18300
GARDEN CITY UNION FREE SCHOOL DISTRICT,New York,107022,1260,10738,95024,104599
GARRISON UNION FREE SCHOOL DISTRICT,New York,9389,119,1091,8179,9123
GATES-CHILI CENTRAL SCHOOL DISTRICT,New York,94486,3444,42157,48885,92633
GENERAL BROWN CENTRAL SCHOOL DISTRICT,New York,22081,1229,14042,6810,19890
GENESEO CENTRAL SCHOOL DISTRICT,New York,17467,689,7161,9617,17454
GENEVA CITY SCHOOL DISTRICT,New York,53037,7381,29375,16281,56697
GERMANTOWN CENTRAL SCHOOL DISTRICT,New York,13907,444,5132,8331,13161
GILBOA-CONESVILLE CENTRAL SCHOOL DISTRICT,New York,9841,425,3370,6046,9496
GLEN COVE CITY SCHOOL DISTRICT,New York,79604,2506,14506,62592,76722
GLENS FALLS CITY SCHOOL DISTRICT,New York,38599,1775,17589,19235,38117
GLOVERSVILLE CITY SCHOOL DISTRICT,New York,59939,4129,43062,12748,53931
GORHAM-MIDDLESEX CENTRAL SCHOOL DISTRICT (MARCUS WHITMAN),New York,30078,1309,16338,12431,31419
GOSHEN CENTRAL SCHOOL DISTRICT,New York,64553,1349,18667,44537,60244
GOUVERNEUR CENTRAL SCHOOL DISTRICT,New York,31543,1686,24811,5046,30116
GOWANDA CENTRAL SCHOOL DISTRICT,New York,28676,1487,22023,5166,27024
GREENBURGH-GRAHAM UNION FREE SCHOOL DISTRICT,New York,18828,620,57,18151,19347
GRANVILLE CENTRAL SCHOOL DISTRICT,New York,25717,1230,17185,7302,23691
GREAT NECK UNION FREE SCHOOL DISTRICT,New York,213372,3237,16153,193982,209985
GREECE CENTRAL SCHOOL DISTRICT,New York,220785,10734,101611,108440,208817
GREEN ISLAND UNION FREE SCHOOL DISTRICT,New York,6564,251,3100,3213,5951
GREENBURGH CENTRAL SCHOOL DISTRICT,New York,66610,2383,15785,48442,64047
GREENE CENTRAL SCHOOL DISTRICT,New York,24730,1052,17822,5856,22320
GREENPORT UNION FREE SCHOOL DISTRICT,New York,15832,473,2012,13347,16063
GREENVILLE CENTRAL SCHOOL DISTRICT,New York,28020,934,12020,15066,27100
GREENWICH CENTRAL SCHOOL DISTRICT,New York,20147,606,10154,9387,20876
GREENWOOD LAKE UNION FREE SCHOOL DISTRICT,New York,22682,398,8120,14164,22653
SPRINGVILLE-GRIFFITH INSTITUTE CENTRAL SCHOOL DISTRICT,New York,35165,1276,18635,15254,35185
GROTON CENTRAL SCHOOL DISTRICT,New York,19678,1036,12789,5853,16717
GUILDERLAND CENTRAL SCHOOL DISTRICT,New York,92015,2068,27228,62719,88187
HADLEY-LUZERNE CENTRAL SCHOOL DISTRICT,New York,19194,855,8305,10034,17496
HALDANE CENTRAL SCHOOL DISTRICT,New York,22607,310,4022,18275,24084
HALF HOLLOW HILLS CENTRAL SCHOOL DISTRICT,New York,227576,3460,40628,183488,218728
HAMBURG CENTRAL SCHOOL DISTRICT,New York,62302,2027,26052,34223,67737
HAMILTON CENTRAL SCHOOL DISTRICT,New York,12081,486,5014,6581,11486
HAMMOND CENTRAL SCHOOL DISTRICT,New York,7121,356,3536,3229,6846
HAMMONDSPORT CENTRAL SCHOOL DISTRICT,New York,12937,507,4428,8002,15424
HAMPTON BAYS UNION FREE SCHOOL DISTRICT,New York,49534,1192,7353,40989,50007
HANCOCK CENTRAL SCHOOL DISTRICT,New York,11300,243,5827,5230,10348
HANNIBAL CENTRAL SCHOOL DISTRICT,New York,31783,1752,24580,5451,29590
HARBORFIELDS CENTRAL SCHOOL DISTRICT,New York,77640,1223,20924,55493,72723
HARPURSVILLE CENTRAL SCHOOL DISTRICT,New York,17860,1039,12839,3982,22916
HARRISON CENTRAL SCHOOL DISTRICT,New York,106967,1446,8352,97169,106046
HARRISVILLE CENTRAL SCHOOL DISTRICT,New York,9162,325,5601,3236,8821
HARTFORD CENTRAL SCHOOL DISTRICT,New York,10543,530,6882,3131,9736
HASTINGS-ON-HUDSON UNION FREE SCHOOL DISTRICT,New York,43069,411,9573,33085,41524
HAUPPAUGE UNION FREE SCHOOL DISTRICT,New York,100136,1320,18268,80548,95503
HAVERSTRAW-STONY POINT CSD (NORTH ROCKLAND),New York,199788,5265,72199,122324,197874
HAWTHORNE-CEDAR KNOLLS UNION FREE SCHOOL DISTRICT,New York,21374,670,142,20562,20873
HEMPSTEAD UNION FREE SCHOOL DISTRICT,New York,189461,5580,111036,72845,201635
HENDRICK HUDSON CENTRAL SCHOOL DISTRICT,New York,73043,1096,12058,59889,71854
HERKIMER CENTRAL SCHOOL DISTRICT,New York,20678,1025,12674,6979,20707
HERMON-DEKALB CENTRAL SCHOOL DISTRICT,New York,9591,482,6683,2426,8991
HERRICKS UNION FREE SCHOOL DISTRICT,New York,107842,1412,19177,87253,103627
HEUVELTON CENTRAL SCHOOL DISTRICT,New York,12462,578,9116,2768,12134
HICKSVILLE UNION FREE SCHOOL DISTRICT,New York,124765,3087,26038,95640,120583
HIGHLAND CENTRAL SCHOOL DISTRICT,New York,39088,1071,14227,23790,36384
HIGHLAND FALLS CENTRAL SCHOOL DISTRICT,New York,26487,7481,9602,9404,26674
HILTON CENTRAL SCHOOL DISTRICT,New York,75985,2184,39050,34751,73376
HINSDALE CENTRAL SCHOOL DISTRICT,New York,9331,511,6716,2104,10213
HOLLAND CENTRAL SCHOOL DISTRICT,New York,18348,880,10253,7215,16298
HOLLAND PATENT CENTRAL SCHOOL DISTRICT,New York,28195,999,16788,10408,27880
HOLLEY CENTRAL SCHOOL DISTRICT,New York,22445,919,15054,6472,25102
HOMER CENTRAL SCHOOL DISTRICT,New York,38367,1630,22392,14345,37104
HONEOYE CENTRAL SCHOOL DISTRICT,New York,16553,509,7904,8140,16760
HONEOYE FALLS-LIMA CENTRAL SCHOOL DISTRICT,New York,45016,906,17469,26641,41231
HOOSIC VALLEY CENTRAL SCHOOL DISTRICT,New York,19955,603,10875,8477,18424
HOOSICK FALLS CENTRAL SCHOOL DISTRICT,New York,21382,972,11648,8762,20271
HORNELL CITY SCHOOL DISTRICT,New York,37596,3918,26626,7052,35302
HORSEHEADS CENTRAL SCHOOL DISTRICT,New York,69856,2388,34587,32881,68114
SACKETS HARBOR CENTRAL SCHOOL DISTRICT,New York,7809,472,3625,3712,7402
HUDSON CITY SCHOOL DISTRICT,New York,46794,3313,22364,21117,42835
HUDSON FALLS CENTRAL SCHOOL DISTRICT,New York,42191,3216,28611,10364,39541
GEORGE JUNIOR REPUBLIC UNION FREE SCHOOL DISTRICT,New York,8996,1354,61,7581,14846
HUNTER-TANNERSVILLE CENTRAL SCHOOL DISTRICT,New York,13068,438,2335,10295,11862
HUNTINGTON UNION FREE SCHOOL DISTRICT,New York,117236,3218,23959,90059,115806
HYDE PARK CENTRAL SCHOOL DISTRICT,New York,86720,2756,32606,51358,90636
KINDERHOOK CENTRAL SCHOOL DISTRICT,New York,35782,1127,14073,20582,37093
INDIAN LAKE CENTRAL SCHOOL DISTRICT,New York,5478,80,887,4511,5365
INDIAN RIVER CENTRAL SCHOOL DISTRICT,New York,84414,30874,47888,5652,75519
INLET COMMON SCHOOL DISTRICT,New York,1331,39,43,1249,1343
IROQUOIS CENTRAL SCHOOL DISTRICT,New York,43405,1024,15761,26620,42636
WEST IRONDEQUOIT CENTRAL SCHOOL DISTRICT,New York,66802,1712,30701,34389,61478
IRVINGTON UNION FREE SCHOOL DISTRICT,New York,56332,552,7302,48478,52850
ISLAND PARK UNION FREE SCHOOL DISTRICT,New York,37985,3718,4191,30076,39667
ISLAND TREES UNION FREE SCHOOL DISTRICT,New York,58272,979,20989,36304,56424
ISLIP UNION FREE SCHOOL DISTRICT,New York,75952,1415,26265,48272,72783
ITHACA CITY SCHOOL DISTRICT,New York,111662,4448,32956,74258,115673
JAMESTOWN CITY SCHOOL DISTRICT,New York,80432,7755,59016,13661,84962
JEFFERSON CENTRAL SCHOOL DISTRICT,New York,6372,420,3474,2478,6042
BROOKHAVEN-COMSEWOGUE UNION FREE SCHOOL DISTRICT,New York,80040,1830,32710,45500,80276
JERICHO UNION FREE SCHOOL DISTRICT,New York,116424,947,8118,107359,104449
JOHNSBURG CENTRAL SCHOOL DISTRICT,New York,9147,282,3426,5439,9025
JOHNSON CITY CENTRAL SCHOOL DISTRICT,New York,48604,2791,24347,21466,49929
JOHNSTOWN CITY SCHOOL DISTRICT,New York,29486,1655,20414,7417,28613
JORDAN-ELBRIDGE CENTRAL SCHOOL DISTRICT,New York,28326,1018,16438,10870,27724
KATONAH-LEWISBORO UNION FREE SCHOOL DISTRICT,New York,115300,953,16770,97577,114800
KEENE CENTRAL SCHOOL DISTRICT,New York,5596,172,738,4686,5043
AUSABLE VALLEY CENTRAL SCHOOL DISTRICT,New York,30612,964,18242,11406,27689
KENDALL CENTRAL SCHOOL DISTRICT,New York,14940,613,10029,4298,16113
KENMORE-TONAWANDA UNION FREE SCHOOL DISTRICT,New York,150060,5873,65972,78215,155911
KINGS PARK CENTRAL SCHOOL DISTRICT,New York,80847,1474,21937,57436,79363
KINGSTON CITY SCHOOL DISTRICT,New York,154411,6067,58399,89945,153236
LA FARGEVILLE CENTRAL SCHOOL DISTRICT,New York,9924,492,5859,3573,9108
LAFAYETTE CENTRAL SCHOOL DISTRICT,New York,22745,797,16427,5521,21815
LACKAWANNA CITY SCHOOL DISTRICT,New York,46883,3486,32310,11087,47647
LAKE GEORGE CENTRAL SCHOOL DISTRICT,New York,21003,538,2451,18014,20518
LAKE PLACID CENTRAL SCHOOL DISTRICT,New York,17658,606,2904,14148,16478
LAKE PLEASANT CENTRAL SCHOOL DISTRICT,New York,4561,108,732,3721,4097
EVANS-BRANT CENTRAL SCHOOL DISTRICT (LAKE SHORE),New York,54687,2900,30705,21082,52099
LAKELAND CENTRAL SCHOOL DISTRICT,New York,159863,2775,62729,94359,150760
LANCASTER CENTRAL SCHOOL DISTRICT,New York,87351,2304,35618,49429,89726
LANSING CENTRAL SCHOOL DISTRICT,New York,27041,694,8724,17623,28573
LANSINGBURGH CENTRAL SCHOOL DISTRICT,New York,42822,3237,26101,13484,43692
LAURENS CENTRAL SCHOOL DISTRICT,New York,8813,333,6154,2326,8432
LAWRENCE UNION FREE SCHOOL DISTRICT,New York,98846,2740,15019,81087,100735
LE ROY CENTRAL SCHOOL DISTRICT,New York,22301,803,13452,8046,21729
NORTH WARREN CENTRAL SCHOOL DISTRICT,New York,12557,511,3624,8422,12280
NORTH ROSE-WOLCOTT CENTRAL SCHOOL DISTRICT,New York,28256,2234,17170,8852,25961
LETCHWORTH CENTRAL SCHOOL DISTRICT,New York,17021,696,12514,3811,16841
LEVITTOWN UNION FREE SCHOOL DISTRICT,New York,193157,2717,76159,114281,195642
LEWISTON-PORTER CENTRAL SCHOOL DISTRICT,New York,40681,1053,17684,21944,40466
LIBERTY CENTRAL SCHOOL DISTRICT,New York,43694,1722,22399,19573,39843
LINDENHURST UNION FREE SCHOOL DISTRICT,New York,145443,3423,62899,79121,144593
LITTLE FLOWER UNION FREE SCHOOL DISTRICT,New York,6858,181,41,6636,6747
LISBON CENTRAL SCHOOL DISTRICT,New York,11653,597,8186,2870,10659
LITTLE FALLS CITY SCHOOL DISTRICT,New York,22060,1187,13731,7142,19967
LIVERPOOL CENTRAL SCHOOL DISTRICT,New York,136892,5222,64017,67653,141299
LIVINGSTON MANOR CENTRAL SCHOOL DISTRICT,New York,15295,584,6603,8108,14623
LIVONIA CENTRAL SCHOOL DISTRICT,New York,32016,932,16514,14570,29222
LOCKPORT CITY SCHOOL DISTRICT,New York,86275,5116,49472,31687,90192
LOCUST VALLEY CENTRAL SCHOOL DISTRICT,New York,80519,827,6999,72693,77040
LONG BEACH CITY SCHOOL DISTRICT,New York,139976,11891,28749,99336,151068
LONG LAKE CENTRAL SCHOOL DISTRICT,New York,3323,60,641,2622,3387
LOWVILLE ACADEMY & CENTRAL SCHOOL DISTRICT,New York,27068,992,18634,7442,23803
LYME CENTRAL SCHOOL DISTRICT,New York,7969,702,3504,3763,7908
LYNBROOK UNION FREE SCHOOL DISTRICT,New York,76537,883,15754,59900,75375
LYNCOURT UNION FREE SCHOOL DISTRICT,New York,9552,293,4714,4545,8815
LYNDONVILLE CENTRAL SCHOOL DISTRICT,New York,13647,513,8844,4290,11636
LYONS CENTRAL SCHOOL DISTRICT,New York,21210,2896,13461,4853,20714
MADISON CENTRAL SCHOOL DISTRICT,New York,9205,395,6036,2774,8820
MADRID-WADDINGTON CENTRAL SCHOOL DISTRICT,New York,14344,558,10220,3566,12647
MAHOPAC CENTRAL SCHOOL DISTRICT,New York,118103,1758,40459,75886,115003
MAINE-ENDWELL CENTRAL SCHOOL DISTRICT,New York,47431,1560,25721,20150,41607
