name,state,revenue,federal_revenue,state_revenue,local_revenue,expenses
BALLICO-CRESSEY ELEMENTARY,California,3235,380,1772,1083,3191
BANGOR UNION ELEMENTARY,California,1280,123,840,317,1870
BANNING UNIFIED,California,46201,6049,27697,12455,48367
BANTA ELEMENTARY,California,5763,728,2052,2983,4732
BARSTOW UNIFIED,California,53562,5048,37741,10773,51445
BASS LAKE JOINT UNION ELEMENTARY,California,7935,589,1975,5371,8503
BASSETT UNIFIED,California,54563,4930,36516,13117,53459
BAYSHORE ELEMENTARY,California,5138,224,2730,2184,3559
BEAR VALLEY UNIFIED,California,30128,2045,9334,18749,25364
BEARDSLEY ELEMENTARY,California,17104,2020,8613,6471,15958
BEAUMONT UNIFIED,California,82540,7925,49863,24752,77452
BELLA VISTA ELEMENTARY,California,3330,334,1847,1149,3561
BELLEVUE UNION ELEMENTARY,California,22132,3675,8959,9498,21534
BELLFLOWER UNIFIED,California,121059,10460,92261,18338,119826
BELLEVIEW ELEMENTARY,California,1754,118,1039,597,1573
BELMONT-REDWOOD SHORES ELEMENTARY,California,38532,955,3984,33593,65619
BELRIDGE ELEMENTARY,California,1562,56,134,1372,1263
BENICIA UNIFIED,California,44533,1669,23222,19642,42803
BENNETT VALLEY UNION ELEMENTARY,California,8623,268,3561,4794,8200
BERKELEY UNIFIED,California,161483,8925,56027,96531,181510
BERRYESSA UNION ELEMENTARY,California,71179,4652,30144,36383,67105
BEVERLY HILLS UNIFIED,California,85377,1736,5970,77671,71153
BIG CREEK ELEMENTARY,California,1349,127,352,870,1348
BIG LAGOON UNION ELEMENTARY,California,620,57,375,188,720
BIG PINE UNIFIED,California,4273,536,1412,2325,4067
BIG SPRINGS UNION ELEMENTARY,California,1486,146,691,649,1478
BIG VALLEY JOINT UNIFIED,California,2646,231,1389,1026,2383
BIGGS UNIFIED,California,6897,577,3397,2923,6089
BITTERWATER-TULLY ELEMENTARY,California,346,0,295,51,324
BLACK BUTTE UNION ELEMENTARY,California,2675,398,898,1379,2418
BLACK OAK MINE UNIFIED,California,13987,1017,6071,6899,15967
BLAKE ELEMENTARY,California,205,25,119,61,181
BLOCHMAN UNION ELEMENTARY,California,2130,101,1324,705,1957
BLUE LAKE UNION ELEMENTARY,California,1837,205,635,997,3391
BOGUS ELEMENTARY,California,235,44,47,144,234
BOLINAS-STINSON UNION,California,3764,349,413,3002,3594
SANTA MARIA-BONITA,California,150537,19731,109702,21104,150576
BONITA UNIFIED,California,98834,4840,60367,33627,109409
BONNY DOON UNION ELEMENTARY,California,2076,50,346,1680,1757
BONSALL UNION ELEMENTARY,California,22436,1534,10088,10814,19570
BORREGO SPRINGS UNIFIED,California,6313,545,3200,2568,5974
BRADLEY UNION ELEMENTARY,California,1079,83,702,294,1219
BRAWLEY ELEMENTARY,California,35796,4147,26710,4939,35723
BRAWLEY UNION HIGH,California,20708,1399,14382,4927,18191
BREA-OLINDA UNIFIED,California,58655,2438,19683,36534,54017
BRENTWOOD UNION ELEMENTARY,California,73068,3675,44127,25266,71868
BRET HARTE UNION HIGH,California,10597,252,1034,9311,10540
BRIDGEVILLE ELEMENTARY,California,634,87,395,152,676
BRIGGS ELEMENTARY,California,5299,415,3473,1411,5339
BRISBANE ELEMENTARY,California,7187,148,684,6355,6070
BRITTAN ELEMENTARY,California,3826,244,2399,1183,3944
BROWNS ELEMENTARY,California,1388,88,937,363,1310
BUCKEYE UNION ELEMENTARY,California,50785,1313,27692,21780,43978
BUELLTON UNION ELEMENTARY,California,8792,743,2844,5205,9376
BUENA PARK ELEMENTARY,California,48192,5094,26259,16839,47835
PANAMA-BUENA VISTA UNION,California,158041,12299,120269,25473,160179
BUENA VISTA ELEMENTARY,California,2154,151,1784,219,1843
BURBANK UNIFIED,California,146476,8203,85293,52980,143384
BURLINGAME ELEMENTARY,California,49126,1050,20012,28064,49218
BURNT RANCH ELEMENTARY,California,1596,227,1010,359,1351
BURREL UNION ELEMENTARY,California,1608,186,883,539,1391
BURTON ELEMENTARY,California,36575,3168,29547,3860,37215
BUTTE VALLEY UNIFIED,California,4175,336,2570,1269,4205
BUTTEVILLE UNION ELEMENTARY,California,1868,202,1112,554,1890
BUTTONWILLOW UNION ELEMENTARY,California,4503,604,2298,1601,3719
BYRON UNION ELEMENTARY,California,14443,686,7340,6417,14213
CABRILLO UNIFIED,California,33400,1387,3936,28077,34295
CAJON VALLEY UNION,California,163239,16836,90555,55848,170622
CALAVERAS UNIFIED,California,32214,1681,10983,19550,31966
CALEXICO UNIFIED,California,90057,11390,66870,11797,87574
CALIENTE UNION ELEMENTARY,California,880,61,506,313,800
CALIPATRIA UNIFIED,California,16680,1216,7175,8289,13268
CALISTOGA JOINT UNIFIED,California,14003,694,1605,11704,23016
CAMBRIAN,California,29411,1422,11276,16713,31720
CAMINO UNION ELEMENTARY,California,4932,501,2719,1712,5015
CAMPBELL UNION,California,91389,5745,23160,62484,101838
CAMPBELL UNION HIGH,California,96871,2263,11889,82719,100030
CAMPTONVILLE ELEMENTARY,California,4857,1060,3456,341,4887
CANYON ELEMENTARY,California,725,31,494,200,659
CAPAY JOINT UNION ELEMENTARY,California,1604,139,1247,218,1814
CAPISTRANO UNIFIED,California,443511,21917,135450,286144,401638
CARDIFF ELEMENTARY,California,9660,262,1203,8195,8951
CARLSBAD UNIFIED,California,111043,6094,12285,92664,111892
CARMEL UNIFIED,California,50807,779,4883,45145,50269
CARPINTERIA UNIFIED,California,27151,1833,4131,21187,25810
CASCADE UNION ELEMENTARY,California,13837,1975,7958,3904,16505
CASTAIC UNION,California,31729,495,17466,13768,29973
CASTLE ROCK UNION ELEMENTARY,California,885,86,615,184,871
CASTRO VALLEY UNIFIED,California,110153,9529,73693,26931,108296
CAYUCOS ELEMENTARY,California,3443,235,395,2813,3046
CENTER JOINT UNIFIED,California,43557,4225,28757,10575,43260
CENTINELA VALLEY UNION HIGH,California,96522,8167,56025,32330,168461
CENTRAL ELEMENTARY,California,41276,2730,25095,13451,38690
CENTRAL UNIFIED,California,143362,13609,97838,31915,148157
CENTRAL UNION ELEMENTARY,California,21602,7384,12721,1497,22034
CENTRAL UNION HIGH,California,44859,3661,31308,9890,41553
CENTRALIA ELEMENTARY,California,42914,3565,21564,17785,41799
CERES UNIFIED,California,127754,13234,87673,26847,146308
CHAFFEY JOINT UNION HIGH,California,282992,15880,116927,150185,265750
CHARTER OAK UNIFIED,California,57205,3507,37085,16613,62612
CHATOM UNION,California,7146,713,3608,2825,6678
CHICAGO PARK ELEMENTARY,California,2064,42,1092,930,1538
CHICO UNIFIED,California,141444,11221,73216,57007,135375
CHINO VALLEY UNIFIED,California,281465,18023,161826,101616,243802
CHOWCHILLA ELEMENTARY,California,18320,2094,12843,3383,17221
CHOWCHILLA UNION HIGH,California,10479,630,5429,4420,10178
CHUALAR UNION,California,4035,438,2880,717,3661
CHULA VISTA ELEMENTARY,California,293765,22719,139461,131585,273503
CIENEGA UNION ELEMENTARY,California,334,18,179,137,253
CINNABAR ELEMENTARY,California,3969,148,2878,943,3728
CITRUS SOUTH TULE ELEMENTARY,California,552,54,420,78,535
CLAREMONT UNIFIED,California,71988,3655,42306,26027,74710
CLAY JOINT ELEMENTARY,California,1934,129,1533,272,1752
CLEAR CREEK ELEMENTARY,California,1380,61,697,622,1274
CLOVERDALE UNIFIED,California,14625,1037,4549,9039,19158
CLOVIS UNIFIED,California,414848,24152,260581,130115,445372
COACHELLA VALLEY UNIFIED,California,213085,28545,127962,56578,230348
COALINGA-HURON UNIFIED,California,46658,5531,31884,9243,42817
COFFEE CREEK ELEMENTARY,California,224,37,133,54,180
COLD SPRING ELEMENTARY,California,3825,15,348,3462,3371
COLFAX ELEMENTARY,California,5741,336,3437,1968,5546
COLLEGE ELEMENTARY,California,6803,149,1714,4940,6405
COLTON JOINT UNIFIED,California,225058,22887,149894,52277,227687
COLUMBIA ELEMENTARY,California,8844,512,4318,4014,8268
COLUMBIA UNION,California,5084,389,3157,1538,4838
COLUMBINE ELEMENTARY,California,1577,120,1264,193,1609
COLUSA UNIFIED,California,13121,1051,8403,3667,12869
COMPTON UNIFIED,California,265180,36730,198355,30095,260222
CONEJO VALLEY UNIFIED,California,199419,8232,67031,124156,188586
LEGGETT VALLEY UNIFIED,California,2321,114,1760,447,2235
CORCORAN JOINT UNIFIED,California,31002,3461,22421,5120,32033
CORNING UNION ELEMENTARY,California,17939,2147,12404,3388,17741
CORNING UNION HIGH,California,10516,1236,6004,3276,11722
CORONA-NORCO UNIFIED,California,503870,35244,334030,134596,469465
CORONADO UNIFIED,California,33433,2875,18497,12061,34811
COTATI-ROHNERT PARK UNIFIED,California,58811,3419,22239,33153,58830
COTTONWOOD UNION ELEMENTARY,California,10149,740,6321,3088,9089
COVINA-VALLEY UNIFIED,California,204209,27676,146309,30224,207697
COX BAR ELEMENTARY,California,291,35,229,27,279
CUDDEBACK UNION ELEMENTARY,California,1270,100,801,369,1258
CULVER CITY UNIFIED,California,84340,7344,51419,25577,88859
CUPERTINO UNION,California,186079,4583,44926,136570,215103
CURTIS CREEK ELEMENTARY,California,4819,320,1475,3024,4815
CUTLER-OROSI JOINT UNIFIED,California,45895,6633,33354,5908,43500
CUTTEN ELEMENTARY,California,4549,353,3118,1078,4064
CYPRESS ELEMENTARY,California,36263,2260,14240,19763,41885
DAVIS JOINT UNIFIED,California,89743,3450,35920,50373,85528
DEATH VALLEY UNIFIED,California,1304,82,412,810,1205
DEHESA ELEMENTARY,California,11254,532,8456,2266,10863
DEL MAR UNION ELEMENTARY,California,52746,1059,5620,46067,50362
DEL NORTE COUNTY UNIFIED,California,40208,6497,20840,12871,41365
DELANO JOINT UNION HIGH,California,52362,6515,34271,11576,51856
DELANO UNION ELEMENTARY,California,82714,9932,59190,13592,86480
DELPHIC ELEMENTARY,California,588,57,457,74,604
DENAIR UNIFIED,California,14931,955,7553,6423,13434
DESERT CENTER UNIFIED,California,1224,20,171,1033,676
DESERT SANDS UNIFIED,California,319341,24442,129585,165314,342335
DI GIORGIO ELEMENTARY,California,1997,208,1374,415,1929
DIXIE ELEMENTARY,California,21151,631,2638,17882,20803
DIXON UNIFIED,California,31572,2145,18307,11120,30991
DOUGLAS CITY ELEMENTARY,California,1910,280,1234,396,1840
DOWNEY UNIFIED,California,216304,19201,145920,51183,225911
DRY CREEK JOINT ELEMENTARY,California,58093,2096,36958,19039,53543
DUARTE UNIFIED,California,43625,3572,23206,16847,51131
DUCOR UNION ELEMENTARY,California,1807,246,1297,264,1781
DUNHAM ELEMENTARY,California,1831,64,1316,451,2022
DUNSMUIR ELEMENTARY,California,1555,221,719,615,1539
DUNSMUIR JOINT UNION HIGH,California,1853,120,1148,585,1517
DURHAM UNIFIED,California,9301,483,4857,3961,8638
EARLIMART ELEMENTARY,California,19629,3649,13770,2210,19598
EAST NICOLAUS JOINT UNION HIGH,California,3624,118,2471,1035,3477
EAST SIDE UNION HIGH,California,293868,16210,126633,151025,300904
EAST WHITTIER CITY ELEMENTARY,California,87055,5371,64957,16727,78365
EASTERN SIERRA UNIFIED,California,10166,574,1624,7968,10412
EASTSIDE UNION ELEMENTARY,California,32277,3138,23960,5179,34003
EDISON ELEMENTARY,California,11689,1514,8104,2071,11367
EL CENTRO ELEMENTARY,California,49468,6448,35477,7543,47062
EL DORADO UNION HIGH,California,70483,2267,29370,38846,76661
EL MONTE CITY,California,119416,15864,75191,28361,106335
EL MONTE UNION HIGH,California,128895,10698,79911,38286,123935
EL NIDO ELEMENTARY,California,2270,205,1488,577,2099
EL RANCHO UNIFIED,California,96955,7709,71269,17977,91898
EL SEGUNDO UNIFIED,California,35206,926,19236,15044,31400
ELK GROVE UNIFIED,California,620557,54440,423076,143041,617513
ELK HILLS ELEMENTARY,California,2934,83,2013,838,2574
ELKINS ELEMENTARY,California,263,51,141,71,220
ELVERTA JOINT ELEMENTARY,California,3016,231,1867,918,2897
EMERY UNIFIED,California,15211,1891,3962,9358,20124
EMPIRE UNION ELEMENTARY,California,32590,3423,16298,12869,29267
ENCINITAS UNION ELEMENTARY,California,57258,1910,7164,48184,60478
ENTERPRISE ELEMENTARY,California,36387,4255,21462,10670,34923
ESCALON UNIFIED,California,24429,1657,15425,7347,26163
ESCONDIDO UNION,California,176412,20940,95479,59993,168868
ESCONDIDO UNION HIGH,California,114366,6772,59827,47767,89838
ESPARTO UNIFIED,California,9511,676,5090,3745,9002
ETIWANDA ELEMENTARY,California,122556,4645,65476,52435,117686
EUREKA UNION,California,29617,1072,12838,15707,26905
EVERGREEN ELEMENTARY,California,112363,6337,50589,55437,114555
EVERGREEN UNION,California,9767,772,6144,2851,8799
EXETER UNION ELEMENTARY,California,36663,2280,18725,15658,25847
FAIRFAX ELEMENTARY,California,23369,2749,16528,4092,28426
FAIRFIELD-SUISUN UNIFIED,California,194442,15544,120039,58859,191960
FALL RIVER JOINT UNIFIED,California,12969,1026,6676,5267,12579
FALLBROOK UNION ELEMENTARY,California,55796,10975,24218,20603,57652
FALLBROOK UNION HIGH,California,32776,3464,11561,17751,29450
FEATHER FALLS UNION ELEMENTARY,California,457,58,227,172,433
FIELDBROOK ELEMENTARY,California,1242,70,711,461,1137
FILLMORE UNIFIED,California,37851,4429,23982,9440,37574
FIREBAUGH-LAS DELTAS UNIFIED,California,25824,3508,18348,3968,25354
FLOURNOY UNION ELEMENTARY,California,411,38,280,93,401
FOLSOM-CORDOVA UNIFIED,California,186353,11002,102234,73117,183789
FONTANA UNIFIED,California,406693,40967,293928,71798,368221
FORESTHILL UNION ELEMENTARY,California,3679,293,1703,1683,4227
FORESTVILLE UNION ELEMENTARY,California,4665,217,1140,3308,4500
FORKS OF SALMON ELEMENTARY,California,262,20,144,98,196
FORT BRAGG UNIFIED,California,21255,1718,9895,9642,28217
FORT ROSS ELEMENTARY,California,731,25,120,586,687
FORTUNA UNION HIGH,California,10444,661,4965,4818,11190
FOUNTAIN VALLEY ELEMENTARY,California,68778,2472,20622,45684,52428
FOWLER UNIFIED,California,25526,2253,15292,7981,25532
FRANKLIN ELEMENTARY,California,3538,102,2556,880,3578
FRANKLIN-MCKINLEY ELEMENTARY,California,101104,9865,54700,36539,114097
FREMONT UNIFIED,California,318134,16867,188367,112900,314213
FREMONT UNION HIGH,California,150814,5258,13189,132367,170575
FRENCH GULCH-WHISKEYTOWN ELEMENTARY,California,448,88,257,103,379
FRESHWATER ELEMENTARY,California,2987,179,1842,966,2986
FRESNO UNIFIED,California,777044,111325,549464,116255,801553
FRUITVALE ELEMENTARY,California,28664,1571,18451,8642,26727
FULLERTON ELEMENTARY,California,127454,9864,64786,52804,121322
FULLERTON JOINT UNION HIGH,California,145062,7257,71847,65958,143586
GALT JOINT UNION ELEMENTARY,California,38738,7676,24365,6697,37810
GALT JOINT UNION HIGH,California,24132,1879,14728,7525,22595
GARDEN GROVE UNIFIED,California,506982,49333,347365,110284,547252
GARFIELD ELEMENTARY,California,631,48,486,97,634
GARVEY ELEMENTARY,California,58384,7300,39102,11982,56646
GATEWAY UNIFIED,California,41712,4102,22294,15316,40263
GAZELLE UNION ELEMENTARY,California,493,55,319,119,477
GENERAL SHAFTER ELEMENTARY,California,2597,152,384,2061,2172
GERBER UNION ELEMENTARY,California,3611,446,2577,588,3930
GEYSERVILLE UNIFIED,California,4025,224,1091,2710,3871
GILROY UNIFIED,California,110088,10206,44196,55686,117425
GLENDALE UNIFIED,California,255481,28728,150311,76442,278561
GLENDORA UNIFIED,California,68464,3197,45076,20191,66175
GOLD OAK UNION ELEMENTARY,California,4201,270,2026,1905,4261
GOLD TRAIL UNION ELEMENTARY,California,5033,243,2659,2131,4817
GOLDEN FEATHER UNION ELEMENTARY,California,2494,187,1255,1052,1838
GOLETA UNION ELEMENTARY,California,66900,18789,12069,36042,61130
GORMAN ELEMENTARY,California,1255,55,813,387,1146
GRANT ELEMENTARY,California,5554,217,3622,1715,5249
GRASS VALLEY ELEMENTARY,California,17528,1687,5154,10687,18558
GRATTON ELEMENTARY,California,1380,45,1094,241,1428
GRAVENSTEIN UNION ELEMENTARY,California,8158,152,4634,3372,6035
GRAVES ELEMENTARY,California,461,20,304,137,398
GREEN POINT ELEMENTARY,California,220,21,167,32,220
GREENFIELD UNION,California,86251,9915,64662,11674,83007
GREENFIELD UNION ELEMENTARY,California,31730,3834,22404,5492,30482
GRENADA ELEMENTARY,California,1853,189,1266,398,1961
GROSSMONT UNION HIGH,California,284883,19724,120135,145024,282161
GUADALUPE UNION ELEMENTARY,California,13926,1601,10756,1569,11927
CUCAMONGA ELEMENTARY,California,48881,2253,4576,42052,35574
GUERNEVILLE ELEMENTARY,California,3086,274,797,2015,6182
GUSTINE UNIFIED,California,16321,1670,11389,3262,17481
HACIENDA LA PUENTE UNIFIED,California,247223,26084,187495,33644,236131
HANFORD ELEMENTARY,California,55568,5534,41814,8220,52567
HANFORD JOINT UNION HIGH,California,41061,2052,27244,11765,37524
HAPPY CAMP UNION ELEMENTARY,California,1698,268,919,511,1695
HAPPY VALLEY ELEMENTARY,California,1433,40,292,1101,1191
HAPPY VALLEY UNION ELEMENTARY,California,5151,500,3318,1333,4906
HARMONY UNION ELEMENTARY,California,7781,150,5049,2582,6943
HART-RANSOM UNION ELEMENTARY,California,9183,502,6733,1948,7848
HAWTHORNE,California,86494,11358,61671,13465,84632
HAYWARD UNIFIED,California,230434,26445,127040,76949,236575
HEBER ELEMENTARY,California,12111,1268,9053,1790,10915
HELENDALE ELEMENTARY,California,12049,489,9680,1880,10937
HEMET UNIFIED,California,228393,24292,133234,70867,257562
HERMOSA BEACH CITY ELEMENTARY,California,13496,346,6691,6459,12069
HICKMAN COMMUNITY CHARTER,California,8611,560,6893,1158,8450
HILLSBOROUGH CITY ELEMENTARY,California,25260,287,1842,23131,24267
HILMAR UNIFIED,California,20051,1912,12858,5281,19639
HOLLISTER,California,47912,4536,29253,14123,48036
HOLTVILLE UNIFIED,California,17351,2180,11377,3794,16928
HOPE ELEMENTARY,California,10280,452,1413,8415,10869
HOPE ELEMENTARY,California,1675,149,1346,180,1721
HORICON ELEMENTARY,California,1979,87,214,1678,1693
HORNBROOK ELEMENTARY,California,976,81,366,529,791
HOT SPRINGS ELEMENTARY,California,398,43,256,99,425
HOWELL MOUNTAIN ELEMENTARY,California,1939,126,209,1604,1895
HUENEME ELEMENTARY,California,77960,8651,55965,13344,76771
HUGHES-ELIZABETH LAKES UNION ELEMENTARY,California,2634,242,1423,969,2686
HUNTINGTON BEACH CITY ELEMENTARY,California,61315,2623,10676,48016,57104
HUNTINGTON BEACH UNION HIGH,California,200792,15549,72994,112249,194888
HYDESVILLE ELEMENTARY,California,1434,90,842,502,1371
IGO  ONO  PLATINA UNION ELEMENTARY,California,993,108,446,439,995
IMPERIAL UNIFIED,California,36830,2142,22525,12163,32569
INDIAN DIGGINGS ELEMENTARY,California,221,37,114,70,278
INDIAN SPRINGS ELEMENTARY,California,568,38,126,404,729
INGLEWOOD UNIFIED,California,145141,18146,92650,34345,141281
ISLAND UNION ELEMENTARY,California,3250,267,2560,423,2884
JACOBY CREEK ELEMENTARY,California,3270,144,2010,1116,3457
JAMESTOWN ELEMENTARY,California,4837,403,2445,1989,4654
JAMUL-DULZURA UNION ELEMENTARY,California,9712,517,5033,4162,9516
JANESVILLE UNION ELEMENTARY,California,2909,260,2249,400,2690
JEFFERSON ELEMENTARY,California,210,4,127,79,219
JEFFERSON ELEMENTARY,California,19633,1062,13689,4882,20457
JEFFERSON ELEMENTARY,California,89549,4816,42652,42081,68672
JEFFERSON UNION HIGH,California,56969,2512,6566,47891,61811
JOHN SWETT UNIFIED,California,17301,1647,5185,10469,25506
JOHNSTONVILLE ELEMENTARY,California,1773,173,1375,225,1885
JULIAN UNION HIGH,California,5012,79,2565,2368,6680
JULIAN UNION ELEMENTARY,California,30628,936,24087,5605,29956
JUNCTION CITY ELEMENTARY,California,1061,199,620,242,1044
JUNCTION ELEMENTARY,California,2796,158,1208,1430,2925
JUNCTION ELEMENTARY,California,488,74,334,80,442
JURUPA UNIFIED,California,185978,19175,124338,42465,177822
KELSEYVILLE UNIFIED,California,16094,1583,7900,6611,17289
KENTFIELD ELEMENTARY,California,16237,172,1822,14243,15572
KENWOOD,California,2497,60,385,2052,2700
KEPPEL UNION ELEMENTARY,California,25051,2813,18344,3894,24470
KERMAN UNIFIED,California,51570,5148,38706,7716,41694
KERN UNION HIGH,California,418652,34010,248045,136597,404555
KERNVILLE UNION ELEMENTARY,California,9263,1180,4776,3307,8730
KEYES UNION,California,10969,863,7397,2709,9866
SOUTH MONTEREY COUNTY JOINT UNION HIGH,California,20455,1482,10850,8123,18019
KING CITY UNION,California,24477,2689,15194,6594,25083
KINGS CANYON JOINT UNIFIED,California,105555,12470,73572,19513,116413
KINGS RIVER UNION ELEMENTARY,California,4620,846,3256,518,4183
KINGS RIVER-HARDWICK UNION ELEMENTARY,California,6171,201,4703,1267,5793
KINGSBURG ELEMENTARY CHARTER,California,20792,1666,14696,4430,20356
KINGSBURG JOINT UNION HIGH,California,12659,731,7162,4766,11387
KIRKWOOD ELEMENTARY,California,764,43,627,94,855
KIT CARSON UNION ELEMENTARY,California,5445,353,4194,898,5330
KLAMATH RIVER UNION ELEMENTARY,California,309,42,146,121,267
KLAMATH-TRINITY JOINT UNIFIED,California,16024,5859,7852,2313,15975
KNEELAND ELEMENTARY,California,417,26,299,92,429
KNIGHTS FERRY ELEMENTARY,California,991,28,680,283,936
KNIGHTSEN ELEMENTARY,California,6190,259,2350,3581,5028
KONOCTI UNIFIED,California,30637,4268,17818,8551,31674
LA CANADA UNIFIED,California,42979,935,16963,25081,41526
LA HABRA CITY ELEMENTARY,California,47211,4855,25491,16865,49969
LA HONDA-PESCADERO UNIFIED,California,5508,581,766,4161,5601
LA MESA-SPRING VALLEY,California,110783,10253,59184,41346,111971
LAFAYETTE ELEMENTARY,California,34734,779,9303,24652,33571
LAGUNA BEACH UNIFIED,California,51177,1092,4077,46008,47406
LAGUNA JOINT ELEMENTARY,California,228,12,147,69,269
PACIFICA,California,42631,1457,21281,19893,30575
LAGUNITA ELEMENTARY,California,913,34,650,229,814
LAGUNITAS ELEMENTARY,California,3882,113,783,2986,4160
LAKE ELEMENTARY,California,1441,114,1125,202,1381
LAKE TAHOE UNIFIED,California,41512,3451,16308,21753,46868
LAKEPORT UNIFIED,California,13677,1415,6753,5509,13762
LAKESIDE JOINT,California,1795,55,258,1482,1736
LAKESIDE UNION,California,11739,705,8507,2527,12158
LAKESIDE UNION ELEMENTARY,California,3951,944,2188,819,3489
LAKESIDE UNION ELEMENTARY,California,48966,3301,29734,15931,54081
LAMONT ELEMENTARY,California,31052,4637,22027,4388,30412
LANCASTER ELEMENTARY,California,129971,15243,94989,19739,129268
LARKSPUR-CORTE MADERA,California,18815,520,2426,15869,38434
LAS VIRGENES UNIFIED,California,114933,5265,44786,64882,110178
LASSEN UNION HIGH,California,9146,608,5172,3366,8187
LASSEN VIEW UNION ELEMENTARY,California,2722,257,1767,698,2756
LATON JOINT UNIFIED,California,8545,811,6072,1662,6613
LATROBE,California,2015,46,292,1677,2012
LAWNDALE ELEMENTARY,California,65971,7113,49706,9152,64325
LE GRAND UNION ELEMENTARY,California,3985,543,2733,709,3815
LE GRAND UNION HIGH,California,6281,989,3625,1667,6165
LEMON GROVE,California,40810,5410,23451,11949,43685
LEMOORE UNION ELEMENTARY,California,27466,2329,20759,4378,28682
LEMOORE UNION HIGH,California,24755,1602,16559,6594,21051
LENNOX,California,71597,10518,55023,6056,86986
RICHLAND UNION ELEMENTARY,California,36543,4627,23422,8494,33856
LEWISTON ELEMENTARY,California,981,166,400,415,984
LIBERTY ELEMENTARY,California,3321,57,1887,1377,7175
LIBERTY ELEMENTARY,California,5449,92,2146,3211,3478
LIBERTY UNION HIGH,California,75021,2412,37428,35181,69391
LINCOLN ELEMENTARY,California,217,20,133,64,195
LINCOLN UNIFIED,California,84741,6538,54998,23205,79709
LINDEN UNIFIED,California,22007,1718,12999,7290,20936
LINDSAY UNIFIED,California,49165,10107,32754,6304,50826
LINNS VALLEY-POSO FLAT UNION,California,633,56,183,394,442
LITTLE LAKE CITY ELEMENTARY,California,43937,3856,27663,12418,45154
LITTLE SHASTA ELEMENTARY,California,351,34,243,74,325
LIVE OAK ELEMENTARY,California,22820,1688,13438,7694,26698
LIVE OAK UNIFIED,California,15945,1857,10337,3751,17331
